sector,desc
Metal Window and Door Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing metal framed windows (i.e.,  typically using purchased glass) and metal doors. Examples of products made by these establishments are metal  door frames; metal framed window and door screens; and metal molding and trim (except automotive).  Cross-References. Establishments primarily engaged in--  Manufacturing wood or metal covered (i.e., clad) wood framed windows and doors--are classified in U.S.  Industry 321911, Wood Window and Door Manufacturing; and  Manufacturing metal automotive molding and trim--are classified in Industry 336370, Motor Vehicle Metal  Stamping. "
Sheet Metal Work Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing sheet metal work (except  stampings).  Cross-References. Establishments primarily engaged in--  Manufacturing sheet metal bins, vats, and light tanks--are classified in U.S. Industry 332439, Other Metal  Container Manufacturing;  Manufacturing metal cans, lids, and ends--are classified in U.S. Industry 332431, Metal Can  Manufacturing;  Fabricating sheet metal work on site--are classified in Subsector 238, Specialty Trade Contractors;  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Manufacturing metal stampings (except automotive, coins) and custom roll forming products--are classified  in Industry 33211, Forging and Stamping;  Manufacturing automotive stampings--are classified in Industry 336370, Motor Vehicle Metal Stamping;  and  Stamping coins--are classified in Industry 339910, Jewelry and Silverware Manufacturing.  332323 Ornamental and Architectural Metal Work Manufacturing   This U.S. industry comprises establishments primarily engaged in manufacturing ornamental and architectural  metal work, such as staircases, metal open steel flooring, fire escapes, railings, and scaffolding.  Cross-References.   Establishments primarily engaged in manufacturing prefabricated metal buildings, panels, and sections are  classified in U.S. Industry 332311, Prefabricated Metal Building and Component Manufacturing. "
"Boiler, Tank, and Shipping Container Manufacturing"," This industry group comprises establishments primarily engaged in one of the following: (1) manufacturing power  boilers and heat exchangers; (2) cutting, forming, and joining heavy gauge metal to manufacture tanks, vessels, and  other containers; or (3) forming light gauge metal containers. "
Power Boiler and Heat Exchanger Manufacturing," This industry comprises establishments primarily engaged in manufacturing power boilers and heat exchangers.  Establishments in this industry may perform installation in addition to manufacturing power boilers and heat  exchangers.  Cross-References. Establishments primarily engaged in--  Manufacturing heavy gauge metal tanks--are classified in Industry 332420, Metal Tank (Heavy Gauge)  Manufacturing;  Manufacturing steam or hot water low pressure heating boilers--are classified in U.S. Industry 333414,  Heating Equipment (except Warm Air Furnaces) Manufacturing; and  Installing power boilers and heat exchangers without manufacturing--are classified in Industry 238220,  Plumbing, Heating, and Air-Conditioning Contractors. "
Power Boiler and Heat Exchanger Manufacturing," This industry comprises establishments primarily engaged in manufacturing power boilers and heat exchangers.  Establishments in this industry may perform installation in addition to manufacturing power boilers and heat  exchangers.  Cross-References. Establishments primarily engaged in--  Manufacturing heavy gauge metal tanks--are classified in Industry 332420, Metal Tank (Heavy Gauge)  Manufacturing;  Manufacturing steam or hot water low pressure heating boilers--are classified in U.S. Industry 333414,  Heating Equipment (except Warm Air Furnaces) Manufacturing; and  Installing power boilers and heat exchangers without manufacturing--are classified in Industry 238220,  Plumbing, Heating, and Air-Conditioning Contractors. "
Metal Tank (Heavy Gauge) Manufacturing," This industry comprises establishments primarily engaged in cutting, forming, and joining heavy gauge metal to  manufacture tanks, vessels, and other containers.  Cross-References. Establishments primarily engaged in--  Manufacturing power boilers--are classified in Industry 332410, Power Boiler and Heat Exchanger  Manufacturing;  Manufacturing light gauge metal containers--are classified in Industry 33243, Metal Can, Box, and Other  Metal Container (Light Gauge) Manufacturing; and  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Installing heavy gauge metal tanks without manufacturing--are classified in Industry 238120, Structural  Steel and Precast Concrete Contractors.  33243 Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing  This industry comprises establishments primarily engaged in forming light gauge metal containers.  Cross-References. Establishments primarily engaged in--  Manufacturing foil containers--are classified in Industry 33299, All Other Fabricated Metal Product  Manufacturing;  Reconditioning barrels and drums--are classified in Industry 81131, Commercial and Industrial Machinery  and Equipment (except Automotive and Electronic) Repair and Maintenance; and  Manufacturing heavy gauge metal containers--are classified in Industry 33242, Metal Tank (Heavy Gauge)  Manufacturing. "
Metal Tank (Heavy Gauge) Manufacturing," This industry comprises establishments primarily engaged in cutting, forming, and joining heavy gauge metal to  manufacture tanks, vessels, and other containers.  Cross-References. Establishments primarily engaged in--  Manufacturing power boilers--are classified in Industry 332410, Power Boiler and Heat Exchanger  Manufacturing;  Manufacturing light gauge metal containers--are classified in Industry 33243, Metal Can, Box, and Other  Metal Container (Light Gauge) Manufacturing; and  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Installing heavy gauge metal tanks without manufacturing--are classified in Industry 238120, Structural  Steel and Precast Concrete Contractors.  33243 Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing  This industry comprises establishments primarily engaged in forming light gauge metal containers.  Cross-References. Establishments primarily engaged in--  Manufacturing foil containers--are classified in Industry 33299, All Other Fabricated Metal Product  Manufacturing;  Reconditioning barrels and drums--are classified in Industry 81131, Commercial and Industrial Machinery  and Equipment (except Automotive and Electronic) Repair and Maintenance; and  Manufacturing heavy gauge metal containers--are classified in Industry 33242, Metal Tank (Heavy Gauge)  Manufacturing. "
Metal Can Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing metal cans, lids, and ends.  Cross-References. Establishments primarily engaged in--  Manufacturing foil containers--are classified in U.S. Industry 332999, All Other Miscellaneous Fabricated  Metal Product Manufacturing; and  Manufacturing light gauge metal containers (except cans)--are classified in U.S. Industry 332439, Other  Metal Container Manufacturing. "
Other Metal Container Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing metal (light gauge) containers  (except cans).  Illustrative Examples:  Light gauge metal bins manufacturing Light gauge metal tool boxes manufacturing  Light gauge metal drums manufacturing Light gauge metal vats manufacturing  Light gauge metal garbage cans manufacturing Metal air cargo containers manufacturing  Light gauge metal lunch boxes manufacturing Metal barrels manufacturing  Light gauge metal mailboxes manufacturing Vacuum bottles and jugs manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing foil containers--are classified in U.S. Industry 332999, All Other Miscellaneous Fabricated  Metal Product Manufacturing;  Manufacturing metal cans--are classified in U.S. Industry 332431, Metal Can Manufacturing;  Reconditioning barrels and drums--are classified in Industry 811310, Commercial and Industrial Machinery  and Equipment (except Automotive and Electronic) Repair and Maintenance; and  Manufacturing heavy gauge metal containers--are classified in Industry 332420, Metal Tank (Heavy  Gauge) Manufacturing. "
Hardware Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing metal (light gauge) containers  (except cans).  Illustrative Examples:  Light gauge metal bins manufacturing Light gauge metal tool boxes manufacturing  Light gauge metal drums manufacturing Light gauge metal vats manufacturing  Light gauge metal garbage cans manufacturing Metal air cargo containers manufacturing  Light gauge metal lunch boxes manufacturing Metal barrels manufacturing  Light gauge metal mailboxes manufacturing Vacuum bottles and jugs manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing foil containers--are classified in U.S. Industry 332999, All Other Miscellaneous Fabricated  Metal Product Manufacturing;  Manufacturing metal cans--are classified in U.S. Industry 332431, Metal Can Manufacturing;  Reconditioning barrels and drums--are classified in Industry 811310, Commercial and Industrial Machinery  and Equipment (except Automotive and Electronic) Repair and Maintenance; and  Manufacturing heavy gauge metal containers--are classified in Industry 332420, Metal Tank (Heavy  Gauge) Manufacturing. "
Hardware Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing metal (light gauge) containers  (except cans).  Illustrative Examples:  Light gauge metal bins manufacturing Light gauge metal tool boxes manufacturing  Light gauge metal drums manufacturing Light gauge metal vats manufacturing  Light gauge metal garbage cans manufacturing Metal air cargo containers manufacturing  Light gauge metal lunch boxes manufacturing Metal barrels manufacturing  Light gauge metal mailboxes manufacturing Vacuum bottles and jugs manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing foil containers--are classified in U.S. Industry 332999, All Other Miscellaneous Fabricated  Metal Product Manufacturing;  Manufacturing metal cans--are classified in U.S. Industry 332431, Metal Can Manufacturing;  Reconditioning barrels and drums--are classified in Industry 811310, Commercial and Industrial Machinery  and Equipment (except Automotive and Electronic) Repair and Maintenance; and  Manufacturing heavy gauge metal containers--are classified in Industry 332420, Metal Tank (Heavy  Gauge) Manufacturing. "
Hardware Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing metal (light gauge) containers  (except cans).  Illustrative Examples:  Light gauge metal bins manufacturing Light gauge metal tool boxes manufacturing  Light gauge metal drums manufacturing Light gauge metal vats manufacturing  Light gauge metal garbage cans manufacturing Metal air cargo containers manufacturing  Light gauge metal lunch boxes manufacturing Metal barrels manufacturing  Light gauge metal mailboxes manufacturing Vacuum bottles and jugs manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing foil containers--are classified in U.S. Industry 332999, All Other Miscellaneous Fabricated  Metal Product Manufacturing;  Manufacturing metal cans--are classified in U.S. Industry 332431, Metal Can Manufacturing;  Reconditioning barrels and drums--are classified in Industry 811310, Commercial and Industrial Machinery  and Equipment (except Automotive and Electronic) Repair and Maintenance; and  Manufacturing heavy gauge metal containers--are classified in Industry 332420, Metal Tank (Heavy  Gauge) Manufacturing. "
Spring and Wire Product Manufacturing," This industry comprises establishments primarily engaged in manufacturing metal hardware, such as metal hinges,  metal handles, keys, and locks (except coin- or card-operated, time locks).  Cross-References. Establishments primarily engaged in--  Manufacturing bolts, nuts, screws, rivets, washers, hose clamps, and turnbuckles--are classified in U.S.  Industry 332722, Bolt, Nut, Screw, Rivet, and Washer Manufacturing;  Manufacturing nails and spikes from wire drawn elsewhere--are classified in U.S. Industry 332618, Other  Fabricated Wire Product Manufacturing;  Manufacturing metal furniture parts (except hardware)--are classified in U.S. Industry 337215, Showcase,  Partition, Shelving, and Locker Manufacturing;  Drawing wire and manufacturing nails and spikes--are classified in Subsector 331, Primary Metal  Manufacturing;  Manufacturing pole line and transmission hardware--are classified in U.S. Industry 335932, Noncurrent- Carrying Wiring Device Manufacturing;  Manufacturing coin- or card-operated locking mechanisms--are classified in Industry 333310, Commercial  and Service Industry Machinery Manufacturing;  Manufacturing time locks--are classified in U.S. Industry 334519, Other Measuring and Controlling Device  Manufacturing;  Manufacturing fireplace fixtures and equipment, traps, handcuffs and leg irons, ladder jacks, and other like  metal products--are classified in U.S. Industry 332999, All Other Miscellaneous Fabricated Metal Product  Manufacturing;  Manufacturing fire hose nozzles and metal hose couplings (except fluid power)--are classified in U.S.  Industry 332919, Other Metal Valve and Pipe Fitting Manufacturing; and  Manufacturing automotive luggage racks and utility racks--are classified in Industry 336390, Other Motor  Vehicle Parts Manufacturing. "
Spring and Wire Product Manufacturing," This industry comprises establishments primarily engaged in manufacturing metal hardware, such as metal hinges,  metal handles, keys, and locks (except coin- or card-operated, time locks).  Cross-References. Establishments primarily engaged in--  Manufacturing bolts, nuts, screws, rivets, washers, hose clamps, and turnbuckles--are classified in U.S.  Industry 332722, Bolt, Nut, Screw, Rivet, and Washer Manufacturing;  Manufacturing nails and spikes from wire drawn elsewhere--are classified in U.S. Industry 332618, Other  Fabricated Wire Product Manufacturing;  Manufacturing metal furniture parts (except hardware)--are classified in U.S. Industry 337215, Showcase,  Partition, Shelving, and Locker Manufacturing;  Drawing wire and manufacturing nails and spikes--are classified in Subsector 331, Primary Metal  Manufacturing;  Manufacturing pole line and transmission hardware--are classified in U.S. Industry 335932, Noncurrent- Carrying Wiring Device Manufacturing;  Manufacturing coin- or card-operated locking mechanisms--are classified in Industry 333310, Commercial  and Service Industry Machinery Manufacturing;  Manufacturing time locks--are classified in U.S. Industry 334519, Other Measuring and Controlling Device  Manufacturing;  Manufacturing fireplace fixtures and equipment, traps, handcuffs and leg irons, ladder jacks, and other like  metal products--are classified in U.S. Industry 332999, All Other Miscellaneous Fabricated Metal Product  Manufacturing;  Manufacturing fire hose nozzles and metal hose couplings (except fluid power)--are classified in U.S.  Industry 332919, Other Metal Valve and Pipe Fitting Manufacturing; and  Manufacturing automotive luggage racks and utility racks--are classified in Industry 336390, Other Motor  Vehicle Parts Manufacturing. "
Spring Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing springs from purchased wire,  strip, or rod.  Cross-References. Establishments primarily engaged in--  Manufacturing watch and clock springs--are classified in U.S. Industry 334519, Other Measuring and  Controlling Device Manufacturing; and  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Producing wire, strip, or rod and further fabricating springs--are classified in Subsector 331, Primary Metal  Manufacturing. "
Other Fabricated Wire Product Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing fabricated wire products (except  springs) made from purchased wire.  Illustrative Examples:  Barbed wire made from purchased wire Paper clips made from purchased wire  Chain link fencing and fence gates made from Nails, brads, and staples made from purchased wire  purchased wire Noninsulated wire cable made from purchased wire  Metal baskets made from purchased wire Woven wire cloth made from purchased wire  Cross-References. Establishments primarily engaged in--  Drawing wire and manufacturing wire products--are classified in Subsector 331, Primary Metal  Manufacturing;  Manufacturing springs from purchased wire, strip, or rod--are classified in U.S. Industry 332613, Spring  Manufacturing; and  Insulating nonferrous wire from wire drawn elsewhere--are classified in U.S. Industry 335929, Other  Communication and Energy Wire Manufacturing.  3327 Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing  This industry group comprises establishments primarily engaged in one of the following: (1) operating machine  shops primarily engaged in machining metal and plastic parts and parts of other composite materials on a job or  order basis; (2) machining precision turned products; or (3) manufacturing metal bolts, nuts, screws, rivets, and  other industrial fasteners. "
Machine Shops," This industry comprises establishments known as machine shops primarily engaged in machining metal and plastic  parts and parts of other composite materials on a job or order basis. Generally machine shop jobs are low volume  using machine tools, such as lathes (including computer numerically controlled); automatic screw machines; and  machines for boring, grinding, milling, and additive manufacturing.  Cross-References. Establishments primarily engaged in--  Machining precision products, known as precision turned manufacturers--are classified in U.S. Industry "
Machine Shops," This industry comprises establishments known as machine shops primarily engaged in machining metal and plastic  parts and parts of other composite materials on a job or order basis. Generally machine shop jobs are low volume  using machine tools, such as lathes (including computer numerically controlled); automatic screw machines; and  machines for boring, grinding, milling, and additive manufacturing.  Cross-References. Establishments primarily engaged in--  Machining precision products, known as precision turned manufacturers--are classified in U.S. Industry "
Precision Turned Product Manufacturing," This U.S. industry comprises establishments known as precision turned manufacturers primarily engaged in  machining precision products of all materials on a job or order basis. Generally precision turned product jobs are  large volume using machines, such as automatic screw machines, rotary transfer machines, computer numerically  controlled (CNC) lathes, or turning centers.  Cross-References. Establishments primarily engaged in--  Manufacturing metal bolts, nuts, screws, rivets, washers, and other industrial fasteners using machines,  such as headers, threaders, and nut forming machines--are classified in U.S. Industry 332722, Bolt, Nut,  Screw, Rivet, and Washer Manufacturing; and  Machining parts, known as machine shops--are classified in Industry 332710, Machine Shops. "
"Turned Product and Screw, Nut, and Bolt Manufacturing"," This industry comprises establishments primarily engaged in (1) machining precision turned products or (2)  manufacturing metal bolts, nuts, screws, rivets, and other industrial fasteners. Included in this industry are  establishments primarily engaged in manufacturing parts for machinery and equipment on a custom basis.  Cross-References. Establishments primarily engaged in--  Machining parts, known as machine shops--are classified in Industry 33271, Machine Shops; and  Manufacturing plastics fasteners--are classified in Industry 32619, Other Plastics Product Manufacturing. "
Precision Turned Product Manufacturing," This U.S. industry comprises establishments known as precision turned manufacturers primarily engaged in  machining precision products of all materials on a job or order basis. Generally precision turned product jobs are  large volume using machines, such as automatic screw machines, rotary transfer machines, computer numerically  controlled (CNC) lathes, or turning centers.  Cross-References. Establishments primarily engaged in--  Manufacturing metal bolts, nuts, screws, rivets, washers, and other industrial fasteners using machines,  such as headers, threaders, and nut forming machines--are classified in U.S. Industry 332722, Bolt, Nut,  Screw, Rivet, and Washer Manufacturing; and  Machining parts, known as machine shops--are classified in Industry 332710, Machine Shops. "
"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"," This U.S. industry comprises establishments primarily engaged in manufacturing metal bolts, nuts, screws, rivets,  washers, and other industrial fasteners using machines, such as headers, threaders, and nut forming machines.  Cross-References. Establishments primarily engaged in--  Manufacturing precision turned products--are classified in U.S. Industry 332721, Precision Turned Product  Manufacturing; and  Manufacturing plastics fasteners--are classified in U.S. Industry 326199, All Other Plastics Product  Manufacturing.  3328 Coating, Engraving, Heat Treating, and Allied Activities 33281 Coating, Engraving, Heat Treating, and Allied Activities  This industry comprises establishments primarily engaged in one or more of the following: (1) heat treating metals  and metal products; (2) enameling, lacquering, and varnishing metals and metal products; (3) hot dip galvanizing  metals and metal products; (4) engraving, chasing, or etching metals and metal products (except jewelry; personal  goods carried on or about the person, such as compacts and cigarette cases; precious metal products (except precious  plated flatware and other plated ware); and printing plates); (5) powder coating metals and metal products; (6)  electroplating, plating, anodizing, coloring, and finishing metals and metal products; and (7) providing other metal  surfacing services for the trade. Establishments in this industry coat, engrave, and heat treat metals and metal  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ formed products fabricated elsewhere. Included in this industry are establishments that perform these processes on  other materials, such as plastics, in addition to metals.  Cross-References. Establishments primarily engaged in--  Engraving, chasing, or etching jewelry, metal personal goods, or precious metal products (except precious  plated flatware and other plated ware)--are classified in Industry 33991, Jewelry and Silverware  Manufacturing;  Engraving, chasing, or etching printing plates--are classified in Industry 32312, Support Activities for  Printing; and  Both fabricating and coating, engraving, and heat treating metals and metal products--are classified in the  Manufacturing sector according to the product made. "
Metal Heat Treating," This U.S. industry comprises establishments primarily engaged in heat treating, such as annealing, tempering, and  brazing, and cryogenically treating metals and metal products for the trade.  Cross-References.   Establishments primarily engaged in both fabricating and heat treating metal products are classified in the  Manufacturing sector according to the product made.  332812 Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to  Manufacturers   This U.S. industry comprises establishments primarily engaged in one or more of the following: (1) enameling,  lacquering, and varnishing metals and metal products; (2) hot dip galvanizing metals and metal products; (3)  engraving, chasing, or etching metals and metal products (except jewelry; personal goods carried on or about the  person, such as compacts and cigarette cases; precious metal products (except precious plated flatware and other  plated ware); and printing plates); (4) powder coating metals and metal products; and (5) providing other metal  surfacing services for the trade. Included in this industry are establishments that perform these processes on other  materials, such as plastics, in addition to metals.  Cross-References. Establishments primarily engaged in--  Both fabricating and coating and engraving products--are classified in the Manufacturing sector according  to the product made;  Engraving, chasing, or etching jewelry, metal personal goods, or precious metal products (except precious  plated flatware and other plated ware)--are classified in Industry 339910, Jewelry and Silverware  Manufacturing; and  Engraving, chasing, or etching printing plates--are classified in Industry 323120, Support Activities for  Printing.  332813 Electroplating, Plating, Polishing, Anodizing, and Coloring   This U.S. industry comprises establishments primarily engaged in electroplating, plating, anodizing, coloring,  buffing, polishing, cleaning, and sandblasting metals and metal products for the trade. Included in this industry are  establishments that perform these processes on other materials, such as plastics, in addition to metals.  Cross-References.   Establishments primarily engaged in both fabricating and electroplating, plating, polishing, anodizing, and  coloring products are classified in the Manufacturing sector according to the product made.  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ"
Other Fabricated Metal Product Manufacturing," This industry group comprises establishments primarily engaged in manufacturing fabricated metal products  (except forgings and stampings, cutlery and handtools, architectural and structural metals, boilers, tanks, shipping  containers, hardware, spring and wire products, machine shop products, turned products, screws, and nuts and bolts). "
Metal Valve Manufacturing," This industry comprises establishments primarily engaged in manufacturing one or more of the following metal  valves: (1) industrial valves; (2) fluid power valves and hose fittings; (3) plumbing fixture fittings and trim; and (4)  other metal valves and pipe fittings.  Cross-References. Establishments primarily engaged in--  Manufacturing fluid power cylinders and pumps--are classified in Industry 33399, All Other General  Purpose Machinery Manufacturing;  Manufacturing intake and exhaust valves for internal combustion engines--are classified in Industry 33631,  Motor Vehicle Gasoline Engine and Engine Parts Manufacturing;  Manufacturing metal shower rods and metal couplings from purchased metal pipe--are classified in  Industry 33299, All Other Fabricated Metal Product Manufacturing;  Manufacturing plastics aerosol spray nozzles--are classified in Industry 32619, Other Plastics Product  Manufacturing;  Casting iron pipe fittings and couplings without machining--are classified in Industry 33151, Ferrous Metal  Foundries; and  Manufacturing plastics pipe fittings and couplings--are classified in Industry 32612, Plastics Pipe, Pipe  Fitting, and Unlaminated Profile Shape Manufacturing. "
Industrial Valve Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing industrial valves and valves for  water works and municipal water systems.  Illustrative Examples:  Complete fire hydrants manufacturing Industrial-type plug valves manufacturing  Industrial-type ball valves manufacturing Industrial-type solenoid valves (except fluid power)  Industrial-type butterfly valves manufacturing manufacturing  Industrial-type check valves manufacturing Industrial-type steam traps manufacturing  Industrial-type gate valves manufacturing Valves for nuclear applications manufacturing  Industrial-type globe valves manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing fluid power valves--are classified in U.S. Industry 332912, Fluid Power Valve and Hose  Fitting Manufacturing; and  Manufacturing plumbing and heating inline valves--are classified in U.S. Industry 332919, Other Metal  Valve and Pipe Fitting Manufacturing. "
Fluid Power Valve and Hose Fitting Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing fluid power valves and hose  fittings.  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Illustrative Examples:  Fluid power aircraft subassemblies manufacturing Hydraulic and pneumatic hose and tube fittings  Hose assemblies for fluid power systems manufacturing  manufacturing Hydraulic and pneumatic valves manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing fluid power cylinders--are classified in U.S. Industry 333995, Fluid Power Cylinder and  Actuator Manufacturing;  Manufacturing fluid power pumps--are classified in U.S. Industry 333996, Fluid Power Pump and Motor  Manufacturing;  Manufacturing intake and exhaust valves for internal combustion engines--are classified in Industry  336310, Motor Vehicle Gasoline Engine and Engine Parts Manufacturing;  Manufacturing industrial-type valves--are classified in U.S. Industry 332911, Industrial Valve  Manufacturing; and  Manufacturing plumbing and heating inline valves--are classified in U.S. Industry 332919, Other Metal  Valve and Pipe Fitting Manufacturing. "
Plumbing Fixture Fitting and Trim Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing plumbing fixture fittings and  trim of all materials, such as faucets, flush valves, and shower heads.  Cross-References. Establishments primarily engaged in--  Manufacturing metal shower rods--are classified in U.S. Industry 332999, All Other Miscellaneous  Fabricated Metal Product Manufacturing; and  Manufacturing fire hose nozzles, lawn hose nozzles, water traps, metal hose couplings (except fluid  power), and plumbing and heating inline valves--are classified in U.S. Industry 332919, Other Metal Valve  and Pipe Fitting Manufacturing. "
Other Metal Valve and Pipe Fitting Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing metal valves (except industrial  valves, fluid power valves, fluid power hose fittings, and plumbing fixture fittings and trim).  Illustrative Examples:  Aerosol valves manufacturing Metal hose couplings (except fluid power)  Firefighting nozzles manufacturing manufacturing  Lawn hose nozzles manufacturing Metal pipe flanges and flange unions manufacturing  Lawn sprinklers manufacturing Plumbing and heating inline valves (e.g., check,  Water traps manufacturing cutoff, stop) manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing fluid power valves and hose fittings--are classified in U.S. Industry 332912, Fluid Power  Valve and Hose Fitting Manufacturing;  Manufacturing industrial valves--are classified in U.S. Industry 332911, Industrial Valve Manufacturing;  Manufacturing plumbing fixture fittings and trim--are classified in U.S. Industry 332913, Plumbing Fixture  Fitting and Trim Manufacturing;  Manufacturing plastics aerosol spray nozzles--are classified in U.S. Industry 326199, All Other Plastics  Product Manufacturing;  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Casting iron pipe fittings and couplings without machining--are classified in U.S. Industry 331511, Iron  Foundries;  Manufacturing metal couplings from purchased metal pipe--are classified in U.S. Industry 332996,  Fabricated Pipe and Pipe Fitting Manufacturing; and  Manufacturing plastics pipe fittings and couplings--are classified in U.S. Industry 326122, Plastics Pipe and  Pipe Fitting Manufacturing. "
All Other Fabricated Metal Product Manufacturing," This industry comprises establishments primarily engaged in manufacturing fabricated metal products (except  forgings and stampings, cutlery and handtools, architectural and structural metal products, boilers, tanks, shipping  containers, hardware, spring and wire products, machine shop products, turned products, screws, nuts and bolts, and  metal valves).  Illustrative Examples:  Ammunition manufacturing Foil containers (except bags) manufacturing  Ball and roller bearing manufacturing Industrial pattern manufacturing  Enameled iron and metal sanitary ware Metal safes manufacturing  manufacturing Portable metal ladders manufacturing  Fabricated pipe and pipe fittings made from Small arms and other ordnance manufacturing  purchased metal pipe Steel wool manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing forgings, stampings, and powder metallurgy parts--are classified in Industry 33211, Forging  and Stamping;  Manufacturing cutlery and handtools--are classified in Industry 33221, Cutlery and Handtool  Manufacturing;  Manufacturing architectural and structural metals--are classified in Industry Group 3323, Architectural and  Structural Metals Manufacturing;  Manufacturing boilers, tanks, and shipping containers--are classified in Industry Group 3324, Boiler, Tank,  and Shipping Container Manufacturing;  Manufacturing hardware and safe and vault locks--are classified in Industry 33251, Hardware  Manufacturing;  Manufacturing spring and wire products--are classified in Industry 33261, Spring and Wire Product  Manufacturing;  Manufacturing machine shop products, turned products, screws, and nuts and bolts--are classified in  Industry Group 3327, Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing;  Coating, engraving, heat treating, and allied activities--are classified in Industry 33281, Coating,  Engraving, Heat Treating, and Allied Activities;  Manufacturing plain bearings--are classified in Industry 33361, Engine, Turbine, and Power Transmission  Equipment Manufacturing;  Manufacturing military tanks--are classified in Industry 33699, Other Transportation Equipment  Manufacturing;  Manufacturing guided missiles--are classified in Industry 33641, Aerospace Product and Parts  Manufacturing;  Manufacturing cast iron pipe and fittings--are classified in Industry 33151, Ferrous Metal Foundries;  Manufacturing pipe system fittings (except cast iron couplings and couplings made from purchased pipe)  and metal aerosol spray nozzles--are classified in Industry 33291, Metal Valve Manufacturing;  Manufacturing welded and seamless steel pipes from purchased steel--are classified in Industry 33121, Iron  and Steel Pipe and Tube Manufacturing from Purchased Steel;  Manufacturing plastics plumbing fixtures and plastics portable chemical toilets--are classified in Industry "
Other Plastics Product Manufacturing," This industry comprises establishments primarily engaged in manufacturing plastics plumbing fixtures and other  plastics products (except film, sheet, bags, profile shapes, pipes, pipe fittings, laminates, foam products, bottles, and  hoses).  Illustrative Examples:  Inflatable plastics swimming pool rafts and similar Plastics ice chests or coolers (except plastics foam)  flotation devices manufacturing manufacturing  Plastics air mattresses manufacturing Plastics or fiberglass plumbing fixtures (e.g., toilets,  Plastics bottle caps and lids manufacturing shower stalls, urinals) manufacturing  Plastics bowls and bowl covers manufacturing Plastics prefabricated buildings manufacturing  Plastics clothes hangers manufacturing Plastics siding manufacturing  Plastics cups (except foam) manufacturing Plastics trash containers manufacturing  Plastics dinnerware (except foam) manufacturing Resilient floor coverings (e.g., sheet, tiles)  Plastics gloves manufacturing manufacturing  Plastics hardware manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing plastics film, plastics unlaminated sheet, and plastics bags--are classified in Industry 32611,  Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing;  Manufacturing plastics pipes, pipe fittings, and plastics profile shapes (except film, sheet, bags)--are  classified in Industry 32612, Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing;  Laminating plastics profile shapes, such as plate, sheet, and rod--are classified in Industry 32613,  Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing;  Manufacturing polystyrene foam products--are classified in Industry 32614, Polystyrene Foam Product  Manufacturing;  Manufacturing foam products (except polystyrene)--are classified in Industry 32615, Urethane and Other  Foam Product (except Polystyrene) Manufacturing;  Manufacturing plastics bottles--are classified in Industry 32616, Plastics Bottle Manufacturing;  Manufacturing plastics hoses--are classified in Industry 32622, Rubber and Plastics Hoses and Belting  Manufacturing;  Manufacturing plastics furniture parts--are classified in Industry 33721, Office Furniture (including  Fixtures) Manufacturing;  Assembling plastics components into plumbing fixture fittings, such as faucets--are classified in Industry "
